id,length,name,sample_rate,record_datetime,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
303,0.062171,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
304,0.08777,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
305,0.106056,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
306,0.117027,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
307,0.080457,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
308,0.117027,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
309,0.146285,CDC_An-freeborni_labelled_800.wav,8000,08-09-16 08:00,mosquito,an freeborni,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
328,0.342056,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
329,0.099927,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
330,0.096083,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
331,0.149889,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
332,0.146046,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
333,0.084553,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
334,0.076866,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
335,0.076866,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
336,0.065337,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
337,0.122986,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
338,0.09224,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
339,0.096083,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
340,0.107612,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
341,0.09224,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
342,0.076867,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
343,0.111456,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
344,0.172949,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
345,0.069179,CDC_An-funestus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an funestus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
346,0.123028,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
347,0.276813,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
348,0.135331,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
349,0.166088,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
350,0.092271,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
351,0.104574,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
352,0.166089,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
353,0.135331,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
354,0.147634,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
355,0.209148,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
356,0.153786,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
357,0.129179,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
358,0.166088,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
359,0.178391,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
360,0.141483,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
361,0.153785,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
362,0.17839,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
363,0.190693,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
364,0.159937,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
365,0.135331,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
366,0.116877,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
367,0.166088,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
368,0.209148,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
369,0.313722,CDC_An-gambiae-coluzzii-hybrid_labelled_800.wav,8000,08-09-16 08:00,mosquito,,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
370,0.089407,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
371,0.075291,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
372,0.136464,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
373,0.10823,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
374,0.094113,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
375,0.084702,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
376,0.098818,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
377,0.103524,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
378,0.084702,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
379,0.112936,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
380,0.10823,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
381,0.145875,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
382,0.10823,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
383,0.122347,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
384,0.098819,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
385,0.14117,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
386,0.094113,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
387,0.131758,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
388,0.131758,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
389,0.098818,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
390,0.117641,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
391,0.145875,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
392,0.202343,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
393,0.145875,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
394,0.112936,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
395,0.103524,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
396,0.136464,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
397,0.084702,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
398,0.188226,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
399,0.178815,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
400,0.169403,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
401,0.122347,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
402,0.10823,CDC_An-gambiae_labelled_800.wav,8000,08-09-16 08:00,mosquito,an gambiae,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
403,0.097967,CDC_An-merus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an merus,,,Plural,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
404,0.377873,CDC_An-merus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an merus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
405,0.517826,CDC_An-merus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an merus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
406,0.419859,CDC_An-merus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an merus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
407,0.423587,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
408,0.149218,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
409,0.125151,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
410,0.101084,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
411,0.057762,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
412,0.038507,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
413,0.08183,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
414,0.077016,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
415,0.081829,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
416,0.077016,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
417,0.105897,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
418,0.120337,CDC_An-minimus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an minimus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
419,0.25726,CDC_An-quadriannulatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
420,0.150807,CDC_An-quadriannulatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
421,0.159678,CDC_An-quadriannulatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
422,0.221775,CDC_An-quadriannulatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
423,0.146371,CDC_An-quadriannulatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
424,0.155243,CDC_An-quadriannulatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
449,0.146143,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
450,0.187897,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
451,0.137792,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
452,0.087685,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
453,0.133616,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
454,0.342392,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
455,0.129441,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
456,0.212951,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
457,0.208776,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
458,0.108563,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
459,0.41755,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
460,0.484359,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
461,0.12109,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
462,0.116914,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
463,0.450954,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
464,0.584571,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
465,0.158669,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
466,0.208776,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
467,0.154494,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
469,0.196249,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
470,0.171196,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
471,0.162845,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
472,0.183722,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
473,0.217126,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
474,0.321514,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
475,0.208776,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
476,0.162845,CDC_An-quadrimaculatus_labelled_800.wav,8000,08-09-16 08:00,mosquito,an quadriannulatus,,,Single,,,phone,Alcatel 4009X,USA,Georgia,Atlanta,"CDC insect cultures, Atlanta",culture
